City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather
0,byron bay,AU,-28.65,153.6167,79.95,62,65,9.46,broken clouds
1,punta arenas,CL,-53.15,-70.9167,53.11,37,0,23.02,clear sky
2,faanui,PF,-16.4833,-151.75,81.16,58,97,14.29,overcast clouds
3,new norfolk,AU,-42.7826,147.0587,72.72,46,31,2.98,scattered clouds
4,cayenne,GF,4.9333,-52.3333,73.44,100,75,0.0,broken clouds
5,ust-nera,RU,64.5667,143.2,-22.65,98,100,7.09,overcast clouds
6,belmonte,BR,-15.8631,-38.8828,75.31,87,25,7.38,scattered clouds
7,fortuna,US,40.5982,-124.1573,52.66,76,40,12.66,scattered clouds
8,vestmanna,FO,62.1564,-7.1664,23.92,93,20,1.14,light snow
9,ushuaia,AR,-54.8,-68.3,51.42,57,40,24.16,scattered clouds
10,buraydah,SA,26.326,43.975,60.03,88,91,6.76,overcast clouds
11,beringovskiy,RU,63.05,179.3167,-2.29,86,100,20.29,overcast clouds
12,vaini,TO,-21.2,-175.2,80.71,75,64,7.61,broken clouds
13,port-cartier,CA,50.0334,-66.8654,24.75,88,100,8.23,snow
14,hermanus,ZA,-34.4187,19.2345,73.8,84,54,15.12,broken clouds
15,nanortalik,GL,60.1432,-45.2371,9.25,60,6,16.98,clear sky
16,puerto ayora,EC,-0.7393,-90.3518,76.55,93,78,1.99,broken clouds
17,bethel,US,41.3712,-73.414,37.76,54,0,4.0,clear sky
18,egvekinot,RU,66.3167,-179.1667,-20.0,83,66,18.19,broken clouds
19,cape town,ZA,-33.9258,18.4232,75.9,69,30,7.0,scattered clouds
20,dikson,RU,73.5069,80.5464,-33.11,84,7,7.58,clear sky
21,chokurdakh,RU,70.6333,147.9167,-26.82,96,73,10.33,broken clouds
22,chuy,UY,-33.6971,-53.4616,69.94,74,0,10.83,clear sky
23,sisimiut,GL,66.9395,-53.6735,-3.89,93,100,15.14,light snow
24,rikitea,PF,-23.1203,-134.9692,77.76,69,6,7.2,clear sky
25,shenzhen,CN,22.5455,114.0683,55.83,86,100,6.67,overcast clouds
26,gorgan,IR,36.8387,54.4348,41.83,55,94,0.98,overcast clouds
27,mataura,NZ,-46.1927,168.8643,65.7,55,94,6.71,overcast clouds
28,macamic,CA,48.7502,-78.9996,17.37,94,93,4.52,overcast clouds
29,east london,ZA,-33.0153,27.9116,74.46,94,90,1.74,overcast clouds
30,ust-kuyga,RU,70.0167,135.6,-33.54,99,100,6.71,overcast clouds
31,sampit,ID,-2.5333,112.95,77.74,84,98,1.99,overcast clouds
32,mindelo,CV,16.8901,-24.9804,71.87,81,94,12.75,overcast clouds
33,athabasca,CA,54.7169,-113.2854,24.84,93,97,8.9,overcast clouds
34,brentwood,US,40.7812,-73.2462,43.09,50,75,4.61,broken clouds
35,ponta do sol,PT,32.6667,-17.1,60.71,70,26,5.28,scattered clouds
36,richards bay,ZA,-28.783,32.0377,72.36,88,55,9.98,broken clouds
37,santa isabel do rio negro,BR,-0.4139,-65.0192,73.71,89,80,2.62,light rain
38,qaanaaq,GL,77.484,-69.3632,-10.93,58,78,6.04,broken clouds
39,hilo,US,19.7297,-155.09,82.13,70,0,16.11,clear sky
40,port alfred,ZA,-33.5906,26.891,73.18,98,100,9.22,overcast clouds
41,westport,US,41.1415,-73.3579,41.56,50,75,6.91,broken clouds
42,lorengau,PG,-2.0226,147.2712,83.75,70,100,5.08,overcast clouds
43,provideniya,RU,64.3833,-173.3,6.91,56,75,26.84,broken clouds
44,bluff,NZ,-46.6,168.3333,60.87,72,28,8.93,scattered clouds
45,saint-philippe,RE,-21.3585,55.7679,74.79,82,31,10.33,scattered clouds
46,grand-santi,GF,4.25,-54.3833,71.37,99,66,2.75,broken clouds
47,hobart,AU,-42.8794,147.3294,73.06,62,75,10.36,broken clouds
48,olafsvik,IS,64.8945,-23.7142,27.86,71,61,21.03,broken clouds
49,itarema,BR,-2.9248,-39.9167,77.5,84,99,8.28,overcast clouds
50,kodiak,US,57.79,-152.4072,36.91,93,100,14.97,light rain
51,borba,BR,-4.3878,-59.5939,73.92,97,70,1.32,light rain
52,gat,IL,31.61,34.7642,54.39,100,32,4.99,scattered clouds
53,castro,BR,-24.7911,-50.0119,67.05,90,92,1.57,light rain
54,teya,RU,60.3778,92.6267,-6.03,100,100,3.36,overcast clouds
55,biak,ID,-0.9131,122.8766,80.4,73,38,1.57,scattered clouds
56,kudahuvadhoo,MV,2.6708,72.8944,79.29,76,73,4.79,broken clouds
57,albany,US,42.6001,-73.9662,31.26,64,68,5.32,broken clouds
58,hasaki,JP,35.7333,140.8333,39.22,50,88,8.55,overcast clouds
59,bredasdorp,ZA,-34.5322,20.0403,70.05,90,99,16.24,light rain
60,tasiilaq,GL,65.6145,-37.6368,19.56,66,100,10.33,overcast clouds
61,arraial do cabo,BR,-22.9661,-42.0278,76.86,83,0,18.41,clear sky
62,camacha,PT,33.0833,-16.3333,56.62,72,75,13.8,broken clouds
63,pandan,PH,14.0453,124.1694,77.18,92,100,13.98,heavy intensity rain
64,garowe,SO,8.4054,48.4845,67.3,77,1,12.06,clear sky
65,longyearbyen,SJ,78.2186,15.6401,17.44,62,20,21.85,few clouds
66,puri,IN,19.8,85.85,68.52,82,8,1.01,clear sky
67,belaya gora,RU,68.5333,146.4167,-40.14,100,100,2.37,overcast clouds
68,klaksvik,FO,62.2266,-6.589,25.72,66,100,19.73,light snow
69,port macquarie,AU,-31.4333,152.9167,71.89,72,67,3.91,broken clouds
70,kapaa,US,22.0752,-159.319,81.12,71,0,6.91,clear sky
71,aykhal,RU,66.0,111.5,-41.39,97,100,6.49,overcast clouds
72,dingle,PH,10.9995,122.6711,77.99,90,83,6.15,broken clouds
73,channel-port aux basques,CA,47.5702,-59.1367,41.29,98,100,34.54,light rain
74,ilhabela,BR,-23.7781,-45.3581,76.69,93,47,0.76,scattered clouds
75,coahuayana,MX,18.7333,-103.6833,79.43,45,50,4.72,scattered clouds
76,poum,NC,-20.2333,164.0167,80.78,70,100,13.44,overcast clouds
77,groningen,NL,53.25,6.75,39.02,93,75,12.66,moderate rain
78,tual,ID,-5.6667,132.75,83.28,72,100,7.83,overcast clouds
79,deputatskiy,RU,69.3,139.9,-31.31,100,100,1.03,overcast clouds
80,mahebourg,MU,-20.4081,57.7,78.26,74,79,16.78,broken clouds
81,cherskiy,RU,68.75,161.3,-35.9,96,100,3.58,overcast clouds
82,kihei,US,20.785,-156.4656,78.84,77,40,6.91,scattered clouds
83,bandarbeyla,SO,9.4942,50.8122,74.26,77,43,16.31,scattered clouds
84,atuona,PF,-9.8,-139.0333,78.67,74,100,15.59,overcast clouds
85,baherden,TM,38.4362,57.4316,28.58,68,56,6.22,broken clouds
86,abu kamal,SY,34.4506,40.9171,50.04,74,100,1.77,overcast clouds
87,avarua,CK,-21.2078,-159.775,82.45,69,7,8.05,clear sky
88,oneonta,US,42.4529,-75.0638,32.29,68,0,7.07,clear sky
89,jamestown,US,42.097,-79.2353,38.84,54,0,4.61,clear sky
90,san policarpo,PH,12.1791,125.5072,80.13,84,89,1.34,overcast clouds
91,souillac,MU,-20.5167,57.5167,76.55,76,72,14.99,broken clouds
92,corrales,US,35.2378,-106.6067,44.69,69,100,5.01,overcast clouds
93,pisco,PE,-13.7,-76.2167,69.03,85,36,5.99,scattered clouds
94,mikhaylovka,RU,50.06,43.2379,27.79,95,100,10.87,light snow
95,isangel,VU,-19.55,169.2667,81.25,62,78,12.21,broken clouds
96,coihaique,CL,-45.5752,-72.0662,65.01,52,0,2.3,clear sky
97,marfino,RU,55.7028,37.3822,27.16,92,100,13.42,mist
98,comodoro rivadavia,AR,-45.8667,-67.5,66.2,47,100,12.01,overcast clouds
99,bathsheba,BB,13.2167,-59.5167,76.64,79,8,11.39,clear sky
100,temerloh,MY,3.4483,102.4176,71.98,99,71,2.44,broken clouds
101,busselton,AU,-33.65,115.3333,61.16,51,13,11.63,few clouds
102,plettenberg bay,ZA,-34.0527,23.3716,69.48,95,92,7.38,overcast clouds
103,tiksi,RU,71.6872,128.8694,-21.89,100,100,6.89,overcast clouds
104,serebryansk,KZ,49.6925,83.2892,-0.33,97,99,4.74,overcast clouds
105,tanout,NE,14.9709,8.8879,58.78,26,8,12.84,clear sky
106,marshall,US,34.3834,-86.3333,62.31,64,75,8.05,broken clouds
107,sorland,NO,67.667,12.6934,33.66,72,81,8.3,broken clouds
108,quarai,BR,-30.3875,-56.4514,84.69,27,0,8.48,clear sky
109,touros,BR,-5.1989,-35.4608,78.96,76,62,12.84,broken clouds
110,mar del plata,AR,-38.0023,-57.5575,72.09,89,17,10.0,few clouds
111,nabire,ID,-3.3667,135.4833,83.12,71,99,0.54,overcast clouds
112,rio gallegos,AR,-51.6226,-69.2181,57.76,38,59,24.18,broken clouds
113,airai,TL,-8.9266,125.4092,68.67,73,70,1.81,broken clouds
114,mexico,PH,15.0646,120.7198,76.82,77,100,5.12,overcast clouds
115,norden,DE,53.6,7.2,39.18,97,100,1.99,light rain
116,kungurtug,RU,50.5994,97.5228,-7.44,95,100,1.41,overcast clouds
117,vostok,RU,46.4856,135.8833,-12.93,93,77,3.91,broken clouds
118,saint-augustin,CA,51.226,-58.6502,30.27,95,100,25.43,snow
119,alihe,CN,50.5667,123.7167,-25.49,99,85,2.95,overcast clouds
120,dubuque,US,42.4833,-90.8668,46.67,85,75,4.61,mist
121,hun,LY,29.1268,15.9477,54.46,38,0,7.54,clear sky
122,navoloki,RU,57.4657,41.9634,18.25,93,100,10.45,overcast clouds
123,grand gaube,MU,-20.0064,57.6608,78.39,70,42,10.0,scattered clouds
124,champerico,GT,14.3,-91.9167,79.16,70,12,11.18,few clouds
125,barrow,US,71.2906,-156.7887,-23.78,83,0,10.36,clear sky
126,elizabeth city,US,36.2946,-76.2511,48.02,53,97,1.01,overcast clouds
127,salta,AR,-24.7859,-65.4117,69.06,65,85,6.26,overcast clouds
128,hithadhoo,MV,-0.6,73.0833,79.21,67,17,3.2,few clouds
129,ahipara,NZ,-35.1667,173.1667,72.03,55,4,8.66,clear sky
130,kouroussa,GN,10.65,-9.8833,73.18,15,7,4.36,clear sky
131,mariental,NA,-24.6333,17.9667,82.42,34,60,3.36,broken clouds
132,salalah,OM,17.0151,54.0924,68.61,78,68,0.07,broken clouds
133,maragogi,BR,-9.0122,-35.2225,77.79,80,100,7.94,overcast clouds
134,pacific grove,US,36.6177,-121.9166,53.87,83,83,10.0,broken clouds
135,anapskaya,RU,44.89,37.38,35.83,80,20,8.95,few clouds
136,hurghada,EG,27.2574,33.8129,57.15,52,0,11.36,clear sky
137,mokhsogollokh,RU,61.4681,128.9203,-44.23,98,100,0.85,overcast clouds
138,college,US,64.8569,-147.8028,10.35,78,75,3.44,broken clouds
139,ronne,DK,55.1009,14.7066,39.11,87,75,18.41,broken clouds
140,kosai,JP,34.7105,137.5316,41.94,47,30,8.25,scattered clouds
141,mount gambier,AU,-37.8333,140.7667,90.54,16,63,11.12,broken clouds
142,ilulissat,GL,69.2167,-51.1,-3.98,54,75,19.57,light shower snow
143,kruisfontein,ZA,-34.0033,24.7314,71.89,94,100,11.9,overcast clouds
144,san patricio,US,28.017,-97.5169,76.15,60,14,2.21,few clouds
145,shingu,JP,33.7333,135.9833,43.07,54,3,5.01,clear sky
146,kaitangata,NZ,-46.2817,169.8464,68.34,55,80,8.48,broken clouds
147,saskylakh,RU,71.9167,114.0833,-27.4,99,57,7.34,broken clouds
148,northam,GB,51.0333,-4.2167,33.26,66,84,7.92,broken clouds
149,saint george,US,37.1041,-113.5841,50.25,84,0,6.91,clear sky
150,dudinka,RU,69.4058,86.1778,-45.24,96,7,2.51,clear sky
151,tefe,BR,-3.3542,-64.7114,73.74,96,100,2.48,overcast clouds
152,songjianghe,CN,42.1859,127.479,2.25,74,4,5.61,clear sky
153,ostrovnoy,RU,68.0531,39.5131,30.24,86,96,22.53,overcast clouds
154,bonthe,SL,7.5264,-12.505,76.23,86,22,5.95,few clouds
155,havre-saint-pierre,CA,50.2334,-63.5986,29.73,92,100,24.0,snow
156,manaus,BR,-3.1019,-60.025,77.49,83,75,6.91,broken clouds
157,cockburn town,TC,21.4612,-71.1419,74.26,52,2,8.05,clear sky
158,klupci,RS,44.5314,19.2519,47.01,65,100,11.5,overcast clouds
159,akdepe,TM,42.0551,59.3788,21.76,47,100,7.96,overcast clouds
160,gibara,CU,21.1097,-76.1317,70.92,64,0,9.22,clear sky
161,khasan,RU,42.4308,130.6434,16.43,54,45,1.36,scattered clouds
162,margate,GB,51.3813,1.3862,31.69,75,30,1.01,scattered clouds
163,lavrentiya,RU,65.5833,-171.0,-13.4,86,100,14.0,overcast clouds
164,meadow lake,US,34.8014,-106.5436,44.47,62,100,8.01,overcast clouds
165,nanakuli,US,21.3906,-158.1547,82.42,63,20,11.5,few clouds
166,palmer,US,42.1584,-72.3287,35.62,68,100,6.91,overcast clouds
167,kahului,US,20.8947,-156.47,78.84,74,40,6.91,scattered clouds
168,subcetate,RO,46.85,25.45,35.11,76,73,3.89,broken clouds
169,kurilsk,RU,45.2333,147.8833,17.38,70,93,15.75,overcast clouds
170,hamilton,US,39.1834,-84.5333,44.78,90,100,14.97,overcast clouds
171,killybegs,IE,54.6333,-8.45,36.84,59,100,5.19,overcast clouds
172,kutum,SD,14.2,24.6667,55.45,29,65,6.38,broken clouds
173,beloha,MG,-25.1667,45.05,73.85,85,0,7.45,clear sky
174,ornskoldsvik,SE,63.2909,18.7153,9.55,100,56,2.3,broken clouds
175,japura,ID,-0.3167,102.35,72.93,97,100,2.15,overcast clouds
176,pangnirtung,CA,66.1451,-65.7125,-31.0,68,0,0.0,clear sky
177,puerto palomas,MX,31.7667,-107.6167,50.94,64,95,20.09,overcast clouds
178,zhigansk,RU,66.7697,123.3711,-56.09,99,95,4.47,overcast clouds
179,port hardy,CA,50.6996,-127.4199,43.99,92,100,0.51,moderate rain
180,lakheri,IN,25.6667,76.1667,43.39,47,0,4.81,clear sky
181,palmas,BR,-10.2128,-48.3603,74.07,88,35,3.49,scattered clouds
182,lima,PE,-12.0432,-77.0282,73.65,60,0,13.8,clear sky
183,talnakh,RU,69.4865,88.3972,-34.64,85,3,4.21,clear sky
184,la paz,BO,-16.5,-68.15,57.18,43,40,11.5,scattered clouds
185,clyde river,CA,70.4692,-68.5914,-9.17,84,100,8.05,light snow
186,tuktoyaktuk,CA,69.4541,-133.0374,-8.19,98,100,7.29,overcast clouds
187,cortes,ES,41.9395,-1.4396,59.05,64,99,36.51,overcast clouds
188,koulikoro,ML,14.0,-7.75,69.15,15,28,10.2,scattered clouds
189,atbasar,KZ,51.8,68.3333,-2.79,80,38,5.5,scattered clouds
190,kenai,US,60.5544,-151.2583,31.08,93,100,18.41,overcast clouds
191,sosnovo-ozerskoye,RU,52.5249,111.5418,-13.32,97,92,6.69,overcast clouds
192,zyryanka,RU,65.75,150.85,-34.06,99,100,0.69,overcast clouds
193,rognan,NO,67.0953,15.3878,33.94,85,97,8.34,overcast clouds
194,tucuman,AR,-26.8241,-65.2226,82.89,40,72,4.97,broken clouds
195,pevek,RU,69.7008,170.3133,-31.23,100,43,0.83,scattered clouds
196,russell,US,32.3502,-85.1999,58.23,53,75,6.91,broken clouds
197,bayir,TR,37.2687,28.2167,37.92,92,17,4.83,few clouds
198,qaqortoq,GL,60.7167,-46.0333,-6.47,68,11,10.74,few clouds
199,geraldton,AU,-28.7667,114.6,66.61,55,0,17.27,clear sky
200,salas,ES,43.4118,-6.2602,54.95,88,99,21.97,light rain
201,ugoofaaru,MV,5.6667,73.0,80.22,77,12,13.02,few clouds
202,yellowknife,CA,62.456,-114.3525,-1.97,96,98,8.41,overcast clouds
203,fairbanks,US,64.8378,-147.7164,10.36,80,0,3.44,clear sky
204,guerrero negro,MX,27.9769,-114.0611,64.89,75,60,14.88,broken clouds
205,bara,NG,10.3744,10.7288,67.6,28,100,8.28,overcast clouds
206,cabedelo,BR,-6.9811,-34.8339,79.47,76,99,10.09,overcast clouds
207,benguela,AO,-12.5763,13.4055,78.6,72,100,4.68,overcast clouds
208,aquiraz,BR,-3.9014,-38.3911,81.45,81,98,8.19,overcast clouds
209,ponta delgada,PT,37.7333,-25.6667,56.12,71,75,8.05,broken clouds
210,henties bay,NA,-22.116,14.2845,68.63,84,96,5.1,overcast clouds
211,raga,SS,8.4596,25.678,69.22,28,61,5.01,broken clouds
212,lebu,CL,-37.6167,-73.65,56.82,84,4,15.37,clear sky
213,khvoynaya,RU,58.9,34.5333,27.73,95,100,7.9,overcast clouds
214,torbay,CA,47.6666,-52.7314,43.88,97,100,8.05,light intensity drizzle
215,bosaso,SO,11.2842,49.1816,73.36,74,12,2.59,few clouds
216,urumqi,CN,43.801,87.6005,-12.05,84,100,2.24,fog
217,bengkulu,ID,-3.8004,102.2655,75.45,88,98,3.89,overcast clouds
218,havoysund,NO,70.9963,24.6622,34.03,87,100,4.68,light snow
219,saint-pierre,RE,-21.3393,55.4781,77.92,73,0,5.75,clear sky
220,lachhmangarh,IN,27.8214,75.0251,41.63,34,0,5.79,clear sky
221,cetraro,IT,39.5166,15.9416,55.24,83,100,18.97,overcast clouds
222,shelabolikha,RU,53.4131,82.6167,13.93,93,100,11.23,overcast clouds
223,santa rosa,PH,14.3122,121.1114,80.1,77,100,12.88,overcast clouds
224,ankang,CN,32.68,109.0172,28.74,68,51,1.03,broken clouds
225,bambanglipuro,ID,-7.95,110.2833,78.13,86,97,2.89,overcast clouds
226,arman,RU,59.7,150.1667,-18.29,84,66,12.68,broken clouds
227,alice springs,AU,-23.7,133.8833,88.21,40,3,5.75,clear sky
